firmid,shutdown,newproduct,gender,age,education_college,num_clients,num_supplier,bankloan,round,polconnection,labor,part5revenue,material_cost,total_profit,total_fixedassets,wage_cost,type,lnlabor,lnpart5revenue,lnmaterial_cost,lnwage_cost,lnnum_supplier,lnnum_clients,firmage,baselabor,survey_town_type,treatratio_comp,post,tradecredit_supplier,tradecredit_client,otherloan_amount,retail,lnsales2,lnrent,ad_cost,rennovation,industry,newloan,stock_frequency,treatratio_lcomp,treatratio_lnoncomp,lcompnum,treatratio_nonlcomp,treatratio_nonlnoncomp,newsupplier,category,lnprice,stockmanage,shareeducl,coneval_squality,coneval_env,coneval_money,coneval_all,selleradvice,bankloan_amount,bankloan_interest,RCC_amount,flagatt,shutdownall,endatt,otherloan_end,allloan_end,aallloan_end,T50,C50,T80,C80,lnsalesdif,finknowledge,difficultyloan,shut_part5revenue,shut_total_profit,shut_labor,dummy_lcomp,dummy_lnoncomp,dummy_nonlcomp,dummy_nonlnoncomp,marketcategory,_Ibasecount_2,_Ibasecount_3,_Ibasecount_4,_Ibasecount_5,_Ibasecount_6,_Ibasecount_7,_Ibasecount_8,_Ibasecount_9,_Ibasecount_10,_Ibasecount_11,basecounty,survey_town
33015077,0,0,1,50,0,99,10,0,3,,12,767.03003,550.91998,175.11615,1.5,24.00000035762787,1,2.4849067,6.6425261,6.3115897,3.1780539,2.3025851,4.59512,,12,1,0,1,0,1,0,1,6.6476741,-.062811956,0,0,2,0,.5,1,.5,2,0,.57954544,1,2,2.0794415,1,0,5,2,2,3,1,,,0,0,0,0,0,0,0,1,0,0,0,-3.2292135,0,.5,767.03003,175.11615,12,0,0,1,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33015078,0,0,0,32,0,41,90,0,1,0,9,330,145.06,91.769997,0,13.5000005364418,1,2.1972246,5.7990928,4.9771476,2.6026897,4.4998097,3.713572,5,9,1,1,0,0,1,0,1,,2.5623446,0,0,4,0,,1,0,3,1,.52873564,,2,0,,,,,,,,,,,0,0,1,0,0,,1,0,0,0,,,,330,91.769997,9,0,0,1,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33015078,0,0,0,32,0,41,64,0,2,,14,355.24649,144.77,101.04,1.5,23.80000025033951,1,2.6390574,5.8728118,4.9751463,3.1696856,4.1588831,3.713572,,9,1,1,1,0,1,0,1,,.15391101,0,0,4,0,,1,0,3,1,.52873564,,2,0,,,,,,,,,,,0,0,1,0,0,,1,0,0,0,,,,355.24649,101.04,14,0,0,1,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33015078,0,0,0,33,0,29,70,0,3,,17,218.39999,116.23,71.82,1.5,28.90000030398369,1,2.8332133,5.3863282,4.7555709,3.3638415,4.2484951,3.3672957,,9,1,1,1,0,1,0,1,5.3765702,.14148855,0,0,4,0,1,1,0,3,1,.52873564,1,2,0,1,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,.80000001,.5,218.39999,71.82,17,0,0,1,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33015080,0,0,1,30,0,29,30,0,1,0,7,290,176.47,56.049999,0,14.69999954104424,0,1.9459101,5.6698809,5.173151,2.6878474,3.4011974,3.3672957,3,7,1,.33333334,0,0,0,0,1,,2.6529875,0,0,0,0,,.33333334,0,3,.30000001,.61728394,,2,1.3862944,,,2,1,2,3,0,,,,0,0,0,0,0,,0,1,0,0,,,,290,56.049999,7,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33015080,0,0,1,38,0,29,27,0,2,,7,435.10501,442.01151,11.45,.31,14.69999954104424,0,1.9459101,6.0755873,6.0913358,2.6878474,3.2958369,3.3672957,,7,1,.33333334,1,0,0,0,1,,1.6213665,0,0,0,0,,.33333334,0,3,.30000001,.61728394,,2,1.3862944,,,2,1,2,3,0,,,,0,0,0,0,0,,0,1,0,0,,,,435.10501,11.45,7,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33015080,0,0,0,38,0,20,26,0,3,,7,447.52502,442.29352,17.302,6,14.69999954104424,0,1.9459101,6.1037326,6.0919738,2.6878474,3.2580965,2.9957323,,7,1,.33333334,1,0,0,0,1,6.0226393,2.0448501,0,0,0,0,2,.33333334,0,3,.30000001,.61728394,0,2,1.3862944,1,0,2,1,2,3,0,,,0,0,0,0,0,0,0,0,1,0,0,0,.60000002,.5,447.52502,17.302,7,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,42
33016081,0,0,0,39,0,18,3,0,1,1,5,180,78.830002,40.040001,0,9.89999994635582,0,1.6094379,5.1929569,4.3672938,2.2925348,1.0986123,2.8903718,13,5,0,0,0,0,1,0,1,,1.9703424,0,0,0,0,,0,0,3,0,0,,2,2.3025851,,,3,3,4,4,1,,,,0,0,0,0,0,,0,0,0,0,,,,180,40.040001,5,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016081,0,0,0,39,0,15,3,0,2,1,4,129.03,64.910004,38.619999,0,8.799999952316284,0,1.3862944,4.860045,4.1730018,2.1747518,1.0986123,2.7080503,,5,0,0,1,0,1,0,1,,.306602,0,0,0,0,,0,0,3,0,0,,2,2.3025851,,,3,3,4,4,1,,,,0,0,0,0,0,,0,0,0,0,,,,129.03,38.619999,4,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016081,0,0,0,40,0,12,3,0,3,,2,91.519997,55.810001,17.85,38,4.399999976158142,0,.69314718,4.5165577,4.0219531,1.4816046,1.0986123,2.4849067,,5,0,0,1,0,1,0,1,4.5165577,.43696377,0,0,0,0,.5,0,0,3,0,0,0,2,2.3025851,0,1,3,3,4,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,.60000002,.25,91.519997,17.85,2,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016084,0,0,1,50,0,40,5,0,1,0,7,320,177.78999,70.400002,0,14.00000020861626,0,1.9459101,5.768321,5.180603,2.6390574,1.6094379,3.6888795,11,7,0,0,0,0,1,0,0,,2.6782913,0,0,0,0,,0,0,4,0,0,,2,1.6094379,,,5,4,5,4,1,,,,0,0,0,1,1,,0,0,0,0,,,,320,70.400002,7,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016084,0,0,1,50,0,29,5,0,2,,5,237.71001,127.36,61.630001,0,10.99999994039536,0,1.6094379,5.4710517,4.8470178,2.3978953,1.6094379,3.3672957,,7,0,0,1,0,1,22.395506,0,,.43696377,0,0,0,0,,0,0,4,0,0,,2,1.6094379,,,5,4,5,4,1,,,,0,0,0,1,1,,0,0,0,0,,,,237.71001,61.630001,5,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016084,0,0,0,45,0,24,5,0,3,,4,199.78,104.02,66.330002,30,8.799999952316284,0,1.3862944,5.2972169,4.6445832,2.1747518,1.6094379,3.1780539,,7,0,0,1,1,1,22.395506,0,5.2972169,0,0,0,0,0,1,0,0,4,0,0,0,2,1.6094379,0,0,5,4,5,4,1,,,0,0,0,0,1,1,22.395506,0,0,0,0,0,1,.75,199.78,66.330002,4,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016085,0,0,1,45,0,45,4,0,1,0,8,360,247.66,55.25,0,18.40000033378601,0,2.0794415,5.8861041,5.5120568,2.9123507,1.3862944,3.8066626,5,8,0,0,0,0,0,0,0,,3.1151056,0,0,3,0,,0,0,1,0,0,,2,1.9459101,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,360,55.25,8,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016085,0,0,1,45,0,45,4,0,2,,8,370.60999,250.37,66.230003,0,17.59999990463257,0,2.0794415,5.9151502,5.5229397,2.8678989,1.3862944,3.8066626,,8,0,0,1,0,0,20.070599,0,,3.3200445,0,0,3,0,,0,0,1,0,0,,2,1.9459101,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,370.60999,66.230003,8,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016085,0,0,1,45,0,41,4,0,3,,12,347.95001,232.96001,79.089996,0,26.39999985694885,0,2.4849067,5.8520589,5.4508667,3.2733641,1.3862944,3.713572,,8,0,0,1,0,1,20.070599,0,5.8520589,.43696377,0,0,3,0,.25,0,0,1,0,0,0,2,1.9459101,0,,,,,,,,,0,0,0,1,1,1,20.070599,0,0,0,0,0,.40000001,.25,347.95001,79.089996,12,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016090,0,0,1,32,1,6,1,1,1,0,1,70,35,7.4000001,0,2.39999994635582,0,0,4.2484951,3.5553482,.87546873,0,1.7917595,3,1,0,0,0,0,0,10,0,,1.2809339,0,0,3,0,,0,0,4,0,0,,2,1.6094379,,,3,2,2,2,0,10,11,,0,0,0,1,1,,0,0,0,0,,,,70,7.4000001,1,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016090,0,0,1,32,1,7,1,0,2,,1,61.349998,34.689999,15.21,0,2.300000041723251,0,0,4.1165953,3.5464513,.83290917,0,1.9459101,,1,0,0,1,0,0,47.250099,0,,1.3435562,0,0,3,0,,0,0,4,0,0,,2,1.6094379,,,3,2,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,61.349998,15.21,1,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016090,0,0,0,37,0,3,1,0,3,,4,54.299999,15,3.5,6,9.200000166893005,0,1.3862944,3.9945242,2.7080503,2.2192035,0,1.0986123,,1,0,0,1,0,0,47.250099,0,,1.3532544,0,0,3,0,1,0,0,4,0,0,0,2,1.6094379,0,0,3,2,2,2,0,,,0,0,0,0,1,1,47.250099,0,0,0,0,,.60000002,.25,54.299999,3.5,4,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016091,0,0,0,38,0,41,5,0,1,0,8,350,141.98,93.290001,0,14.40000057220459,0,2.0794415,5.857933,4.9556861,2.6672282,1.6094379,3.713572,5,8,0,0,0,0,0,0,1,,2.5587349,0,0,0,0,,0,0,1,0,0,,2,1.6094379,,,2,1,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,350,93.290001,8,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016091,0,0,0,38,0,40,5,0,2,,7,318.67999,125.49,92.919998,.83999997,13.29999983310699,0,1.9459101,5.7641873,4.8322263,2.587764,1.6094379,3.6888795,,8,0,0,1,0,0,20,1,,1.0430996,0,0,0,0,,0,0,1,0,0,,2,1.6094379,,,2,1,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,318.67999,92.919998,7,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016091,0,0,0,39,0,36,1,0,3,,10,443.92001,208.25,106.84,7.5,18.99999976158142,0,2.3025851,6.0956445,5.3387394,2.9444389,0,3.583519,,8,0,0,1,0,1,20,1,6.0864244,.6192854,0,0,0,0,.5,0,0,1,0,0,0,2,1.6094379,0,0,2,1,2,2,0,,,0,0,0,0,1,1,20,0,0,0,0,0,.40000001,.5,443.92001,106.84,10,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016092,0,0,1,38,0,21,4,0,1,0,8,260,162,48.18,0,16.00000023841858,0,2.0794415,5.5606818,5.0875964,2.7725887,1.3862944,3.0445225,6,8,0,0,0,0,0,0,1,,.81093019,0,0,0,0,,0,0,4,0,0,,2,1.9459101,,,2,1,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,260,48.18,8,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016092,0,0,1,38,0,14,4,0,2,,6,187.8,110.48,45.009998,0,13.19999992847443,0,1.7917595,5.2353778,4.7048345,2.5802169,1.3862944,2.6390574,,8,0,0,1,0,0,0,1,,2.5019393,0,0,0,0,,0,0,4,0,0,,2,1.9459101,,,2,1,2,2,0,,,,0,0,0,0,0,,0,0,0,0,,,,187.8,45.009998,6,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016092,0,0,0,38,0,16,2,0,3,,4,190.50999,136.71001,26.4,.75,8.799999952316284,0,1.3862944,5.2497048,4.9178619,2.1747518,.69314718,2.7725887,,8,0,0,1,0,1,0,1,5.2505951,.72464591,0,0,0,0,1,0,0,4,0,0,0,2,1.9459101,0,0,2,1,2,2,0,,,0,0,0,0,0,0,0,0,0,0,0,-6.3789344,.2,.5,190.50999,26.4,4,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016096,0,0,1,35,1,42,1,0,1,0,3,320,230.22,11,0,7.199999839067459,0,1.0986123,5.768321,5.4390354,1.974081,0,3.7376697,3,3,0,0,0,0,0,0,0,,1.5686159,0,0,3,0,,0,0,4,0,0,,2,0,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,320,11,3,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016096,0,0,1,35,1,42,1,0,2,,3,331.26999,226.86,48.830002,0,7.5,0,1.0986123,5.8029337,5.4243331,2.0149031,0,3.7376697,,3,0,0,1,0,0,0,0,,3.2214379,0,0,3,0,,0,0,4,0,0,,2,0,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,,,,331.26999,48.830002,3,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016096,0,0,1,64,0,30,1,0,3,,4,365.23999,263.48999,2.52,.75,10,0,1.3862944,5.9005547,5.5740156,2.3025851,0,3.4011974,,3,0,0,1,0,1,0,0,5.8892918,.43696377,0,0,3,0,.5,0,0,4,0,0,0,2,0,0,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,.40000001,.5,365.23999,2.52,4,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016097,0,0,1,38,0,45,2,0,1,0,6,420,320,39.43,0,11.39999985694885,0,1.7917595,6.0402546,5.768321,2.4336133,.69314718,3.8066626,6,6,0,0,0,0,1,0,0,,.87546879,0,0,3,0,,0,0,4,0,0,,2,2.0794415,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,420,39.43,6,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016097,0,0,1,38,0,62,4,1,2,,10,589.01001,468.12,56.459999,40,20.00000029802322,0,2.3025851,6.3784432,6.1487246,2.9957323,1.3862944,4.1271343,,6,0,0,1,0,1,15.434026,0,,1.130111,0,0,3,0,,0,0,4,0,0,,2,2.0794415,,,,,,,,,,,0,0,1,1,1,,0,0,0,0,,,,589.01001,56.459999,10,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016097,0,0,1,40,0,74,8,1,3,,10,578.98999,482.04999,52.459999,.75,20.00000029802322,0,2.3025851,6.3612852,6.1780477,2.9957323,2.0794415,4.3040652,,6,0,0,1,0,1,15.434026,0,6.3542542,-1.5779393,2,1,3,0,.25,0,0,4,0,0,0,2,2.0794415,0,,,,,,,,,0,0,0,1,1,1,15.434026,0,0,0,0,0,.2,.25,578.98999,52.459999,10,0,1,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016099,0,0,0,43,1,10,1,1,1,1,1,80,63,7.5100002,56,1.400000005960464,0,0,4.3820267,4.1431346,.33647224,0,2.3025851,10,1,0,0,0,0,0,20,0,,0,0,0,3,0,,0,0,3,0,0,,2,2.0794415,,,2,1,2,2,0,20,6,,0,0,0,1,1,,0,0,0,0,,,,80,7.5100002,1,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016099,0,0,0,43,1,10,1,1,2,1,1,82.190002,64.330002,15.86,0,1.400000005960464,0,0,4.4090338,4.1640263,.33647224,0,2.3025851,,1,0,0,1,0,0,42.584721,0,,1.9611309,0,0,3,0,,0,0,3,0,0,,2,2.0794415,,,2,1,2,2,0,,,,0,0,0,1,1,,0,0,0,0,,,,82.190002,15.86,1,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33016099,0,0,0,46,1,2,1,1,3,,2,41.299999,20.5,3,7,2.800000011920929,0,.69314718,3.7208624,3.0204248,1.0296195,0,.69314718,,1,0,0,1,0,1,42.584721,0,3.7208624,1.5131032,0,0,3,0,6,0,0,3,0,0,0,2,2.0794415,0,0,2,1,2,2,0,,,0,0,0,0,1,1,42.584721,0,0,0,0,0,.40000001,.25,41.299999,3,2,0,0,0,0,building,1,0,0,0,0,0,0,0,0,0,2,43
33017011,0,0,1,26,0,38,6,0,1,0,9,450,347.54999,50.470001,0,14.39999967813492,1,2.1972246,6.1092477,5.8509083,2.6672282,1.7917595,3.6375861,5,9,2,.875,0,1,0,0,0,,4.2718019,0,0,0,1,,1,0,4,.86206895,.6785714,,4,2.0794415,,,4,3,4,4,1,,,17,0,0,0,0,1,17,0,0,1,0,,,,450,50.470001,9,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017011,0,0,1,27,0,46,6,0,2,,9,540.95001,418.17001,67.629997,3,15.30000016093254,1,2.1972246,6.2933269,6.0358882,2.7278528,1.7917595,3.8286414,,9,2,.875,1,1,0,0,0,,.3133387,0,0,0,1,,1,0,4,.86206895,.6785714,,4,2.0794415,,,4,3,4,4,1,,,17,0,0,0,0,1,17,0,0,1,0,,,,540.95001,67.629997,9,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017011,0,0,1,30,0,7,4,0,3,,9,51.450001,36.009998,6.2600026,1.4,15.30000016093254,1,2.1972246,3.9406104,3.5837967,2.7278528,1.3862944,1.9459101,,9,2,.875,1,0,0,0,0,3.9406104,.45994222,0,0,0,1,.5,1,0,4,.86206895,.6785714,1,4,2.0794415,0,0,4,3,4,4,1,,,17,0,0,0,0,1,17,0,0,1,0,0,.80000001,.5,51.450001,6.2600026,9,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017012,0,0,0,47,0,25,2,0,1,0,1,10,8,-2.1400001,0,1.400000005960464,0,0,2.3025851,2.0794415,.33647224,.69314718,3.2188759,6,1,2,1,0,0,1,0,0,,.77010828,0,0,7,0,,1,1,2,.80000001,.75,,4,1.7917595,,,3,2,2,2,1,,,,0,0,0,1,1,,0,0,0,1,,,,10,-2.1400001,1,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017012,0,0,0,48,0,25,2,0,2,,3,54.375,2.2,7.0999999,6,4.200000017881393,0,1.0986123,3.9959044,.78845739,1.4350846,.69314718,3.2188759,,1,2,1,1,0,1,23.906157,0,,1.0152307,0,0,7,0,,1,1,2,.80000001,.75,,4,1.7917595,,,3,2,2,2,1,,,,0,0,0,1,1,,0,0,0,1,,,,54.375,7.0999999,3,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017012,0,0,0,50,0,2,1,0,3,,2,9.5699997,2.5999999,.1,4.5,2.800000011920929,0,.69314718,2.2586331,.95551139,1.0296195,0,.69314718,,1,2,1,1,0,1,23.906157,0,2.2976241,1.4852344,0,0,7,0,.25,1,1,2,.80000001,.75,0,4,1.7917595,1,1,3,2,2,2,1,,,0,0,0,0,1,1,23.906157,0,0,0,1,-5.5714021,.60000002,.75,9.5699997,.1,2,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017013,0,0,1,53,1,15,1,1,1,1,3,280,252,16.4,0,5.400000214576721,1,1.0986123,5.6347895,5.529429,1.686399,0,2.7080503,3,3,2,.875,0,0,0,15,1,,1.2237755,0,0,0,1,,1,0,4,.86206895,.6785714,,4,1.0986123,,,3,2,4,3,1,15,14,25,0,0,0,1,1,82.324936,0,0,1,0,,,,280,16.4,3,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017013,0,0,1,53,1,18,1,0,2,1,3,288.04999,259.94,20.780001,0,5.400000214576721,1,1.0986123,5.6631341,5.560451,1.686399,0,2.8903718,,3,2,.875,1,0,0,57.324932,1,,3.8308058,0,0,0,1,,1,0,4,.86206895,.6785714,,4,1.0986123,,,3,2,4,3,1,,,25,0,0,0,1,1,82.324936,0,0,1,0,,,,288.04999,20.780001,3,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017013,0,0,1,53,1,27,1,1,3,1,3,497.09,468.17999,19.184,0,5.400000214576721,1,1.0986123,6.2087712,6.1488528,1.686399,0,3.2958369,,3,2,.875,1,0,0,57.324932,1,6.2087712,4.3060741,0,0,0,1,.33,1,0,4,.86206895,.6785714,0,4,1.0986123,1,1,3,2,4,3,1,,,25,0,0,0,1,1,82.324936,0,0,1,0,0,.2,0,497.09,19.184,3,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017014,0,0,1,27,0,35,7,0,1,0,6,50,27.889999,9.96,0,21.60000085830688,1,1.7917595,3.9120231,3.3282683,3.0726933,1.9459101,3.5553482,6,6,2,.66666669,0,0,0,0,0,,1.7491615,0,0,7,1,,1,.66666669,1,.66666669,.75949365,,4,2.0794415,,,,,,,,,,17,0,0,1,0,1,17,0,0,1,0,,,,50,9.96,6,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017014,0,0,1,27,0,47,7,0,2,,5,67.510002,37.709999,24,0,18.50000023841858,1,1.6094379,4.212276,3.6299253,2.9177709,1.9459101,3.8501475,,6,2,.66666669,1,0,0,0,0,,1.1416607,0,0,7,1,,1,.66666669,1,.66666669,.75949365,,4,2.0794415,,,,,,,,,,17,0,0,1,0,1,17,0,0,1,0,,,,67.510002,24,5,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017014,0,0,1,28,0,65,4,0,3,,4,94.5,61.299999,15.818,12,14.80000019073486,1,1.3862944,4.5485997,4.1157799,2.6946273,1.3862944,4.1743875,,6,2,.66666669,1,1,0,0,0,4.5485997,1.1975411,0,0,7,1,.2,1,.66666669,1,.66666669,.75949365,0,4,2.0794415,1,,,,,,,,,17,0,0,1,0,1,17,0,0,1,0,0,.40000001,0,94.5,15.818,4,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017015,0,0,1,38,0,24,20,0,1,0,4,300,154.08,30.84,0,7.200000286102295,1,1.3862944,5.7037826,5.0374718,1.974081,2.9957323,3.1780539,4,4,2,.875,0,0,0,0,1,,2.3025851,0,0,0,1,,1,0,4,.86206895,.6785714,,4,1.3862944,,,5,4,4,4,1,,,15,0,0,0,0,1,15,0,0,1,0,,,,300,30.84,4,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017015,0,0,,,,27,16,0,2,,3,329.25,185.50999,110.7375,0,5.699999928474426,1,1.0986123,5.7968173,5.2231088,1.7404661,2.7725887,3.2958369,,4,2,.875,1,0,0,0,1,,3.4934638,0,0,0,1,,1,0,4,.86206895,.6785714,,4,1.3862944,,,5,4,4,4,1,,,15,0,0,0,0,1,15,0,0,1,0,,,,329.25,110.7375,3,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017015,0,0,,,,46,20,0,3,,2,566.73999,372.07999,184.47,0,3.799999952316284,1,.69314718,6.3399005,5.9191089,1.3350011,2.9957323,3.8286414,,4,2,.875,1,0,0,0,1,6.346837,4.0763302,0,0,0,1,3,1,0,4,.86206895,.6785714,1,4,1.3862944,1,1,5,4,4,4,1,,,15,0,0,0,0,1,15,0,0,1,0,-3.2327967,.60000002,.5,566.73999,184.47,2,0,1,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017016,0,0,0,42,1,19,1,0,1,0,5,120,63.84,27.629999,0,9.000000357627869,1,1.6094379,4.7874918,4.1563802,2.1972246,0,2.9444389,3,5,2,.875,0,0,0,0,1,,0,0,0,0,1,,1,1,2,.87096775,.66666669,,4,.69314718,,,,,,,,,,20,0,0,1,0,1,20,0,0,1,0,,,,120,27.629999,5,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017016,0,0,0,42,1,20,1,0,2,,5,125,67.660004,32.369999,0,9.49999988079071,1,1.6094379,4.8283138,4.2144952,2.2512918,0,2.9957323,,5,2,.875,1,0,0,0,1,,2.4848502,0,0,0,1,,1,1,2,.87096775,.66666669,,4,.69314718,,,,,,,,,,20,0,0,1,0,1,20,0,0,1,0,,,,125,32.369999,5,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017016,0,0,,,,52,1,0,3,,5,333,205.35001,79.639999,0,9.49999988079071,1,1.6094379,5.8081427,5.3247161,2.2512918,0,3.9512436,,5,2,.875,1,0,0,0,1,5.8364391,3.4819374,0,0,0,1,6,1,1,2,.87096775,.66666669,1,4,.69314718,0,,,,,,,,,20,0,0,1,0,1,20,0,0,1,0,0,1,0,333,79.639999,5,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017017,0,0,1,37,1,34,5,0,1,0,9,440,310.95001,43.73,0,15.30000016093254,1,2.1972246,6.0867748,5.7396321,2.7278528,1.6094379,3.5263605,4,9,2,.5,0,1,0,0,1,,4.1605253,0,0,3,0,,1,.5,2,.33333334,.76829267,,4,1.6094379,,,2,1,2,3,0,,,,0,0,0,1,1,,0,0,1,0,,,,440,43.73,9,0,0,1,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017017,0,0,1,35,1,52,5,0,2,,11,644.81641,452.72,90.830002,15,18.70000019669533,1,2.3978953,6.4689655,6.115274,2.9285235,1.6094379,3.9512436,,9,2,.5,1,1,0,49.167568,1,,.54695362,0,0,3,0,,1,.5,2,.33333334,.76829267,,4,1.6094379,,,2,1,2,3,0,,,,0,0,0,1,1,,0,0,1,0,,,,644.81641,90.830002,11,0,0,1,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017017,0,0,1,38,1,54,5,0,3,,9,469.91208,298.20001,130.83,3.72,15.30000016093254,1,2.1972246,6.1525455,5.6977644,2.7278528,1.6094379,3.9889841,,9,2,.5,1,0,0,49.167568,1,6.1329246,.54695362,0,0,3,0,.2,1,.5,2,.33333334,.76829267,1,4,1.6094379,0,0,2,1,2,3,0,,,0,0,0,0,1,1,49.167568,0,0,1,0,0,.80000001,.5,469.91208,130.83,9,0,0,1,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017018,0,0,0,25,1,37,6,0,1,0,9,280,177.33,50.310001,0,19.79999989271164,1,2.1972246,5.6347895,5.1780124,2.985682,1.7917595,3.6109178,5,9,2,.875,0,1,0,0,0,,1.0152307,0,0,0,0,,1,1,3,.86666667,.67272729,,4,1.0986123,,,4,3,3,3,1,,,,0,0,0,1,1,,0,0,1,0,,,,280,50.310001,9,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017018,0,1,0,25,1,35,6,1,2,,9,274.01923,176,51.41,0,19.79999989271164,1,2.1972246,5.6131983,5.1704841,2.985682,1.7917595,3.5553482,,9,2,.875,1,1,0,47.023582,0,,3.4408388,0,1,0,0,,1,1,3,.86666667,.67272729,,4,1.0986123,,,4,3,3,3,1,,,,0,0,0,1,1,,0,0,1,0,,,,274.01923,51.41,9,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
33017018,0,1,0,28,0,30,10,0,3,,10,316.52322,262.20001,38.860001,.89999998,21.99999988079071,1,2.3025851,5.7573967,5.5691075,3.0910425,2.3025851,3.4011974,,9,2,.875,1,0,0,47.023582,0,5.7550111,.88342577,0,1,0,0,6,1,1,3,.86666667,.67272729,0,4,1.0986123,1,1,4,3,3,3,1,,,0,0,0,0,1,1,47.023582,0,0,1,0,0,1,.25,316.52322,38.860001,10,0,0,0,0,furniture,1,0,0,0,0,0,0,0,0,0,2,46
