"Amount","DaysSinceStart","Industry","SuperIndustry","Internet","CZIP","MZIP","ID","Merchant","Distance"
217.57,2,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
34.33,219,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
27.35,115,"Eating Places","Accommodations and Food Services","No",10583,"11021",37783,"UNKNOWN",12
24.67,119,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
94.49,59,"Eating Places","Accommodations and Food Services","No",10583,"10533",37783,"UNKNOWN",4
14.04,260,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
33.98,201,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
19.59,381,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
9.24,128,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
51.54,59,"Eating Places","Accommodations and Food Services","No",10583,"10533",37783,"UNKNOWN",4
21,192,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
38,274,"Eating Places","Accommodations and Food Services","No",10583,"10530",37783,"UNKNOWN",2
51.98,105,"Eating Places","Accommodations and Food Services","No",10583,"10022",37783,"UNKNOWN",16
64.7,125,"Eating Places","Accommodations and Food Services","No",10583,"10012",37783,"UNKNOWN",18
46.71,224,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
58.95,177,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
54.17,238,"Eating Places","Accommodations and Food Services","No",10583,"10022",37783,"UNKNOWN",16
128.05,233,"Eating Places","Accommodations and Food Services","No",10583,"10591",37783,"UNKNOWN",6
28.59,0,"Eating Places","Accommodations and Food Services","No",10583,"10591",37783,"UNKNOWN",6
107.05,388,"Eating Places","Accommodations and Food Services","No",10583,"10504",37783,"UNKNOWN",10
155.69,366,"Eating Places","Accommodations and Food Services","No",10583,"10533",37783,"UNKNOWN",4
17,374,"Eating Places","Accommodations and Food Services","No",10583,"10591",37783,"UNKNOWN",6
6.88,266,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
51.92,144,"Eating Places","Accommodations and Food Services","No",10583,"10603",37783,"UNKNOWN",4
108.45,143,"Eating Places","Accommodations and Food Services","No",10583,"10708",37783,"UNKNOWN",3
7.52,143,"Eating Places","Accommodations and Food Services","No",10583,"10708",37783,"UNKNOWN",3
44.2,246,"Eating Places","Accommodations and Food Services","No",10583,"10065",37783,"UNKNOWN",-999
212.01,115,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
61.64,122,"Eating Places","Accommodations and Food Services","No",10583,"10543",37783,"UNKNOWN",4
169.36,297,"Eating Places","Accommodations and Food Services","No",10583,"10022",37783,"UNKNOWN",16
28.61,15,"Eating Places","Accommodations and Food Services","No",10583,"10570",37783,"UNKNOWN",9
34,54,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
177.66,199,"Eating Places","Accommodations and Food Services","No",10583,"06878",37783,"UNKNOWN",10
201.62,164,"Eating Places","Accommodations and Food Services","No",10583,"10003",37783,"UNKNOWN",18
37,87,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
47,317,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
31.57,164,"Eating Places","Accommodations and Food Services","No",10583,"10003",37783,"UNKNOWN",18
68.95,386,"Eating Places","Accommodations and Food Services","No",10583,"10012",37783,"UNKNOWN",18
114.5,80,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
69.3,374,"Eating Places","Accommodations and Food Services","No",10583,"10591",37783,"UNKNOWN",6
20.85,240,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
178.56,444,"Eating Places","Accommodations and Food Services","No",10583,"10013",37783,"UNKNOWN",19
90.11,353,"Eating Places","Accommodations and Food Services","No",10583,"11937",37783,"UNKNOWN",74
9.52,64,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
62.54,189,"Eating Places","Accommodations and Food Services","No",10583,"06897",37783,"UNKNOWN",21
28.32,49,"Eating Places","Accommodations and Food Services","No",10583,"10708",37783,"UNKNOWN",3
80.38,176,"Eating Places","Accommodations and Food Services","No",10583,"10708",37783,"UNKNOWN",3
90.91,277,"Eating Places","Accommodations and Food Services","No",10583,"10003",37783,"UNKNOWN",18
38.55,150,"Eating Places","Accommodations and Food Services","No",10583,"10607",37783,"UNKNOWN",3
37.05,3,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
129.29,409,"Eating Places","Accommodations and Food Services","No",10583,"10010",37783,"UNKNOWN",17
60.55,388,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
23.15,135,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
22.26,42,"Eating Places","Accommodations and Food Services","No",10583,"06907",37783,"UNKNOWN",14
44.5,228,"Eating Places","Accommodations and Food Services","No",10583,"10019",37783,"UNKNOWN",16
45.1,163,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
31,128,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
40.8,332,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
186.56,241,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
80.97,213,"Eating Places","Accommodations and Food Services","No",10583,"10010",37783,"UNKNOWN",17
67.04,91,"Eating Places","Accommodations and Food Services","No",10583,"10036",37783,"UNKNOWN",16
25.95,86,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
44.25,319,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
44.05,207,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
35.9,297,"Eating Places","Accommodations and Food Services","No",10583,"10022",37783,"UNKNOWN",16
40.9,180,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
157.39,422,"Eating Places","Accommodations and Food Services","No",10583,"06759",37783,"UNKNOWN",53
24.2,351,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
18.8,373,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
113.98,339,"Eating Places","Accommodations and Food Services","No",10583,"10573",37783,"UNKNOWN",6
54.23,14,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
39.73,36,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
9,356,"Eating Places","Accommodations and Food Services","No",10583,"10014",37783,"UNKNOWN",18
30.8,46,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
25.51,416,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
17,12,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
14.5,227,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
15.95,12,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
115,451,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
15.95,12,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
21.35,164,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
4.19,207,"Eating Places","Accommodations and Food Services","No",10583,"10532",37783,"UNKNOWN",7
51.47,384,"Eating Places","Accommodations and Food Services","No",10583,"10960",37783,"UNKNOWN",9
72.61,435,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
116.77,234,"Eating Places","Accommodations and Food Services","No",10583,"10538",37783,"UNKNOWN",4
30.6,186,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
54.2,211,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
27.35,399,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
23.6,391,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
97.85,451,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
46,412,"Eating Places","Accommodations and Food Services","No",10583,"10011",37783,"UNKNOWN",17
200,236,"Eating Places","Accommodations and Food Services","No",10583,"11577",37783,"UNKNOWN",14
10,14,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
35.25,221,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
42,3,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
92.75,129,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
7.71,263,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
81,129,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
82,402,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
127.24,402,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
42.13,3,"Eating Places","Accommodations and Food Services","No",10583,"06830",37783,"UNKNOWN",8
20.62,332,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"UNKNOWN",0
97.99,430,"Eating Places","Accommodations and Food Services","No",10583,"10014",37783,"UNKNOWN",18
108.73,437,"Eating Places","Accommodations and Food Services","No",10583,"10601",37783,"UNKNOWN",3
20,14,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
45.46,295,"Eating Places","Accommodations and Food Services","No",10583,"10014",37783,"UNKNOWN",18
10.94,338,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
8.98,119,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
41.2,248,"Eating Places","Accommodations and Food Services","No",10583,"10502",37783,"UNKNOWN",3
33.76,220,"Eating Places","Accommodations and Food Services","No",10583,"10606",37783,"UNKNOWN",3
91.56,107,"Eating Places","Accommodations and Food Services","No",10583,"10522",37783,"UNKNOWN",3
15.13,232,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
59.77,342,"Eating Places","Accommodations and Food Services","No",10583,"10533",37783,"UNKNOWN",4
5.67,371,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
5.74,384,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
13.69,392,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
5.74,434,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
12.03,401,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
8.98,113,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
15.13,266,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
22.52,323,"Consumer Electronics / Appliances","Consumer Electronics and Computers","No",10583,"10583",37783,"UNKNOWN",0
73.6,65,"Home Furnishings / Furniture","General Merchandise Stores","No",10583,"10533",37783,"UNKNOWN",4
64,42,"Home Furnishings / Furniture","General Merchandise Stores","No",10583,"10533",37783,"UNKNOWN",4
52.66,38,"Home Furnishings / Furniture","General Merchandise Stores","No",10583,"10533",37783,"UNKNOWN",4
4.3,350,"Eating Places","Accommodations and Food Services","No",10583,"27577",37783,"UNKNOWN",392
7.26,350,"Eating Places","Accommodations and Food Services","No",10583,"11430",37783,"UNKNOWN",20
11.01,92,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
32.95,217,"Eating Places","Accommodations and Food Services","No",10583,"10522",37783,"UNKNOWN",3
7.95,232,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
45.1,213,"Eating Places","Accommodations and Food Services","No",10583,"10522",37783,"UNKNOWN",3
30.93,353,"Eating Places","Accommodations and Food Services","No",10583,"11937",37783,"UNKNOWN",74
8,76,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
12.98,75,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
10.6,140,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
21.11,449,"Eating Places","Accommodations and Food Services","No",10583,"06897",37783,"UNKNOWN",21
9.41,162,"Eating Places","Accommodations and Food Services","No",10583,"10011",37783,"UNKNOWN",17
9.41,160,"Eating Places","Accommodations and Food Services","No",10583,"10011",37783,"UNKNOWN",17
15.66,246,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
11.32,155,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
10.7,225,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
5.98,378,"Eating Places","Accommodations and Food Services","No",10583,"07094",37783,"UNKNOWN",17
61.85,423,"Eating Places","Accommodations and Food Services","No",10583,"10522",37783,"UNKNOWN",3
8.87,132,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"UNKNOWN",17
30.5,429,"Eating Places","Accommodations and Food Services","No",10583,"19047",37783,"UNKNOWN",72
8.15,447,"Eating Places","Accommodations and Food Services","No",10583,"10573",37783,"UNKNOWN",6
10.48,161,"Eating Places","Accommodations and Food Services","No",10583,"10011",37783,"UNKNOWN",17
140,445,"Eating Places","Accommodations and Food Services","No",10583,"10570",37783,"UNKNOWN",9
42.36,413,"Eating Places","Accommodations and Food Services","No",10583,"10603",37783,"UNKNOWN",4
23.5,52,"Public Administration","Public Administration","Yes",10583,"10591",37783,"UNKNOWN",6
145.15,226,"Florists","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
25.26,71,"Giftware/Houseware/Card Shops","General Merchandise Stores","No",10583,"11803",37783,"UNKNOWN",19
55.74,437,"Giftware/Houseware/Card Shops","General Merchandise Stores","Yes",10583,"75081",37783,"UNKNOWN",1198
77.83,297,"Giftware/Houseware/Card Shops","General Merchandise Stores","No",10583,"11771",37783,"UNKNOWN",15
79,24,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"21811",37783,"UNKNOWN",171
60,34,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"11786",37783,"UNKNOWN",41
115,116,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"10512",37783,"UNKNOWN",28
0.9,384,"Public Administration","Public Administration","No",10583,"10960",37783,"UNKNOWN",9
135,332,"Public Administration","Public Administration","No",10583,"10562",37783,"UNKNOWN",11
55,402,"Public Administration","Public Administration","No",10583,"10580",37783,"UNKNOWN",5
1.25,23,"Public Administration","Public Administration","No",10583,"10583",37783,"UNKNOWN",0
391,266,"Public Administration","Public Administration","No",10583,"10607",37783,"UNKNOWN",3
7,247,"Public Administration","Public Administration","No",10583,"10607",37783,"UNKNOWN",3
80.78,437,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
58.05,6,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
15.58,32,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
12.48,228,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
23.59,165,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
88.41,214,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
37.98,270,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
12.37,432,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
115,295,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
73.53,52,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
98.26,368,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
15.37,352,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
15.56,15,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
20.64,228,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
45.75,87,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
13.49,220,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
78,410,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
32.52,193,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
6.59,290,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
31.48,360,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
46.66,401,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
50.15,184,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
9.08,420,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
33.19,236,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
8.76,403,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
31.17,147,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
91.42,375,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
60.34,180,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
53.37,12,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
27,312,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
28.49,16,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
28.29,396,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
83.76,60,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
60.83,38,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
72.5,11,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
40.05,95,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
125.74,171,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
57.73,102,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
26.74,150,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
37.27,116,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
70.01,56,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
72.02,158,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
36.54,186,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
90.55,254,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
27.15,46,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
82.17,143,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
59.77,25,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
60.04,261,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
3.69,377,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"UNKNOWN",0
25.81,76,"Grocery Stores","Grocery and Food Stores","No",10583,"06880",37783,"UNKNOWN",22
15.7,54,"Grocery Stores","Grocery and Food Stores","No",10583,"06880",37783,"UNKNOWN",22
25.42,83,"Grocery Stores","Grocery and Food Stores","No",10583,"06880",37783,"UNKNOWN",22
76.8,318,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
26.61,424,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
37.39,109,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
6.93,205,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"UNKNOWN",0
72.72,317,"Grocery Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
1,238,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
35,168,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
35,21,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
35,107,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
35,388,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,323,"Cosmetics and Beauty Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
25,280,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
40,212,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10021",37783,"UNKNOWN",15
25,323,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10021",37783,"UNKNOWN",15
15,371,"Health Care and Social Assistance","Health Care and Social Assistance","Yes",10583,"10021",37783,"UNKNOWN",15
125,314,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"02142",37783,"UNKNOWN",147
25,184,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,17,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,142,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,79,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,41,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,93,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
25,170,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,23,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
20,13,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
25,268,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
25,233,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
60,198,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10530",37783,"UNKNOWN",2
3,36,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10549",37783,"UNKNOWN",13
100,399,"Health Care and Social Assistance","Health Care and Social Assistance","No",10583,"10601",37783,"UNKNOWN",3
9,279,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10583",37783,"UNKNOWN",0
200.35,67,"Accommodations","Accommodations and Food Services","No",10583,"07039",37783,"UNKNOWN",27
352.27,276,"Accommodations","Accommodations and Food Services","No",10583,"10003",37783,"UNKNOWN",18
1,22,"Accommodations","Accommodations and Food Services","No",10583,"07039",37783,"UNKNOWN",27
5,260,"Grocery Stores","Grocery and Food Stores","No",10583,"10018",37783,"UNKNOWN",17
71,94,"Grocery Stores","Grocery and Food Stores","No",10583,"06612",37783,"UNKNOWN",28
12.79,371,"Grocery Stores","Grocery and Food Stores","No",10583,"10018",37783,"UNKNOWN",17
8.29,279,"Grocery Stores","Grocery and Food Stores","No",10583,"10018",37783,"UNKNOWN",17
28.59,6,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"UNKNOWN",0
4.45,356,"Grocery Stores","Grocery and Food Stores","No",10583,"10018",37783,"UNKNOWN",17
31.81,311,"Grocery Stores","Grocery and Food Stores","No",10583,"11793",37783,"UNKNOWN",22
57.5,105,"Grocery Stores","Grocery and Food Stores","Yes",10583,"07074",37783,"UNKNOWN",15
71.5,257,"Grocery Stores","Grocery and Food Stores","Yes",10583,"07074",37783,"UNKNOWN",15
66.99,379,"Grocery Stores","Grocery and Food Stores","Yes",10583,"07074",37783,"UNKNOWN",15
80.98,450,"Grocery Stores","Grocery and Food Stores","Yes",10583,"07074",37783,"UNKNOWN",15
59.95,169,"Grocery Stores","Grocery and Food Stores","Yes",10583,"07074",37783,"UNKNOWN",15
14.05,156,"Grocery Stores","Grocery and Food Stores","No",10583,"06851",37783,"UNKNOWN",20
5.49,384,"Grocery Stores","Grocery and Food Stores","No",10583,"10018",37783,"UNKNOWN",17
9,280,"Grocery Stores","Grocery and Food Stores","No",10583,"06831",37783,"UNKNOWN",8
14.46,317,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
53.5,48,"Variety / General Merchandise Stores","General Merchandise Stores","Yes",10583,"08028",37783,"UNKNOWN",99
18.09,246,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10018",37783,"UNKNOWN",17
10.17,315,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
3.21,291,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
11.24,446,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
18.51,323,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
19.6,430,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
8.14,303,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
226.21,60,"Variety / General Merchandise Stores","General Merchandise Stores","Yes",10583,"11801",37783,"UNKNOWN",19
27.9,324,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
17.14,448,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
16.32,246,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10018",37783,"UNKNOWN",17
66.35,42,"Variety / General Merchandise Stores","General Merchandise Stores","Yes",10583,"85021",37783,"UNKNOWN",1871
66.13,291,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
21.43,221,"Variety / General Merchandise Stores","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
20.59,240,"Home Furnishings / Furniture","General Merchandise Stores","No",10583,"10710",37783,"UNKNOWN",3
103.08,345,"Home Furnishings / Furniture","General Merchandise Stores","No",10583,"10583",37783,"UNKNOWN",0
30.5,283,"Movie and Other Theatrical","Information","No",10583,"10601",37783,"UNKNOWN",3
17,193,"Movie and Other Theatrical","Information","No",10583,"10601",37783,"UNKNOWN",3
34,415,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"UNKNOWN",3
11.25,340,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"UNKNOWN",3
11.25,410,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"UNKNOWN",3
15.5,451,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"UNKNOWN",3
36,394,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
22,220,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
